okay it better now but why it change from LIMIT_ACTIVE to PASS_THROUGH and imedely change to OVERSHOOT and go again to LIMIT_ACTIVE and analiytic the logs
[2026-01-15 13:33:47.120] Speed=36.0 km/h, RPM=1325, APS_in=(0.397V,0.769V), APS_out=(0.397V,0.769V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:47.229] Speed=36.0 km/h, RPM=1337, APS_in=(0.394V,0.766V), APS_out=(0.394V,0.766V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:47.337] Speed=36.0 km/h, RPM=1337, APS_in=(0.396V,0.769V), APS_out=(0.396V,0.769V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:47.450] Speed=36.0 km/h, RPM=1337, APS_in=(0.409V,0.777V), APS_out=(0.409V,0.777V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:47.553] Speed=36.0 km/h, RPM=1337, APS_in=(0.410V,0.782V), APS_out=(0.410V,0.782V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:47.670] Speed=36.0 km/h, RPM=1337, APS_in=(0.413V,0.782V), APS_out=(0.413V,0.782V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:47.670] Speed=36.0 km/h, RPM=1337, APS_in=(0.413V,0.782V), APS_out=(0.413V,0.782V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:47.770] Speed=36.0 km/h, RPM=1337, APS_in=(0.406V,0.778V), APS_out=(0.406V,0.778V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:47.887] Speed=36.0 km/h, RPM=1312, APS_in=(0.413V,0.782V), APS_out=(0.413V,0.782V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:48.000] Speed=36.0 km/h, RPM=1312, APS_in=(0.406V,0.774V), APS_out=(0.406V,0.774V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:48.105] Speed=36.0 km/h, RPM=1312, APS_in=(0.409V,0.778V), APS_out=(0.409V,0.778V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:48.223] Speed=36.0 km/h, RPM=1312, APS_in=(0.407V,0.778V), APS_out=(0.407V,0.778V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:48.319] Speed=36.0 km/h, RPM=1225, APS_in=(0.410V,0.777V), APS_out=(0.410V,0.777V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:48.436] Speed=36.0 km/h, RPM=1225, APS_in=(0.413V,0.782V), APS_out=(0.413V,0.782V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:48.535] Speed=36.0 km/h, RPM=1225, APS_in=(0.413V,0.782V), APS_out=(0.413V,0.782V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:48.648] Speed=36.0 km/h, RPM=1225, APS_in=(0.407V,0.780V), APS_out=(0.407V,0.780V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:48.754] Speed=36.0 km/h, RPM=1225, APS_in=(0.406V,0.778V), APS_out=(0.406V,0.778V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:48.866] Speed=36.0 km/h, RPM=1162, APS_in=(0.410V,0.778V), APS_out=(0.410V,0.778V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:48.866] Speed=36.0 km/h, RPM=1162, APS_in=(0.410V,0.782V), APS_out=(0.410V,0.782V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:48.976] Speed=36.0 km/h, RPM=1162, APS_in=(0.403V,0.777V), APS_out=(0.403V,0.777V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:49.089] Speed=36.0 km/h, RPM=1187, APS_in=(0.393V,0.766V), APS_out=(0.393V,0.766V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:49.199] Speed=36.0 km/h, RPM=1200, APS_in=(0.391V,0.766V), APS_out=(0.391V,0.766V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:49.303] Speed=36.0 km/h, RPM=1212, APS_in=(0.393V,0.769V), APS_out=(0.393V,0.769V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:49.418] Speed=36.0 km/h, RPM=1237, APS_in=(0.406V,0.775V), APS_out=(0.406V,0.775V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:49.520] Speed=36.0 km/h, RPM=1237, APS_in=(0.447V,0.859V), APS_out=(0.447V,0.859V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:49.636] Speed=36.0 km/h, RPM=1237, APS_in=(0.460V,0.870V), APS_out=(0.460V,0.870V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:49.746] Speed=36.0 km/h, RPM=1237, APS_in=(0.476V,0.888V), APS_out=(0.476V,0.888V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:49.854] Speed=36.0 km/h, RPM=1400, APS_in=(0.460V,0.865V), APS_out=(0.460V,0.865V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:49.971] Speed=36.0 km/h, RPM=1400, APS_in=(0.466V,0.872V), APS_out=(0.466V,0.872V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:49.971] Speed=36.0 km/h, RPM=1400, APS_in=(0.467V,0.872V), APS_out=(0.467V,0.872V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:50.067] Speed=36.0 km/h, RPM=1400, APS_in=(0.463V,0.869V), APS_out=(0.463V,0.869V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:50.176] Speed=36.0 km/h, RPM=1400, APS_in=(0.460V,0.862V), APS_out=(0.460V,0.862V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:50.286] Speed=36.0 km/h, RPM=1412, APS_in=(0.428V,0.797V), APS_out=(0.428V,0.797V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:50.398] Speed=34.0 km/h, RPM=1412, APS_in=(0.403V,0.775V), APS_out=(0.403V,0.775V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:50.503] Speed=34.0 km/h, RPM=1412, APS_in=(0.391V,0.762V), APS_out=(0.391V,0.762V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:50.621] Speed=34.0 km/h, RPM=1412, APS_in=(0.391V,0.765V), APS_out=(0.391V,0.765V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:50.731] Speed=34.0 km/h, RPM=1412, APS_in=(0.391V,0.762V), APS_out=(0.391V,0.762V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:50.837] Speed=34.0 km/h, RPM=1387, APS_in=(0.391V,0.766V), APS_out=(0.391V,0.766V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:50.952] Speed=34.0 km/h, RPM=1375, APS_in=(0.390V,0.763V), APS_out=(0.390V,0.763V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:51.054] Speed=34.0 km/h, RPM=1375, APS_in=(0.391V,0.762V), APS_out=(0.391V,0.762V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:51.170] Speed=34.0 km/h, RPM=1375, APS_in=(0.388V,0.762V), APS_out=(0.388V,0.762V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:51.170] Speed=34.0 km/h, RPM=1375, APS_in=(0.393V,0.766V), APS_out=(0.393V,0.766V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:51.270] Speed=34.0 km/h, RPM=1375, APS_in=(0.393V,0.763V), APS_out=(0.393V,0.763V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:51.378] Speed=34.0 km/h, RPM=1337, APS_in=(0.388V,0.759V), APS_out=(0.388V,0.759V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:51.491] Speed=34.0 km/h, RPM=1300, APS_in=(0.385V,0.762V), APS_out=(0.385V,0.762V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:51.608] Speed=34.0 km/h, RPM=1300, APS_in=(0.400V,0.769V), APS_out=(0.400V,0.769V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:51.720] Speed=34.0 km/h, RPM=1300, APS_in=(0.399V,0.769V), APS_out=(0.399V,0.769V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:51.820] Speed=34.0 km/h, RPM=1300, APS_in=(0.410V,0.778V), APS_out=(0.410V,0.778V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:51.937] Speed=34.0 km/h, RPM=1262, APS_in=(0.410V,0.778V), APS_out=(0.410V,0.778V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:52.039] Speed=34.0 km/h, RPM=1262, APS_in=(0.419V,0.785V), APS_out=(0.419V,0.785V), Relay=OFF, State=PASS_THROUGH, Accel=25.00 km/h/s
[2026-01-15 13:33:52.145] Speed=34.0 km/h, RPM=1262, APS_in=(0.413V,0.782V), APS_out=(0.413V,0.782V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:52.254] Speed=32.0 km/h, RPM=1262, APS_in=(0.415V,0.782V), APS_out=(0.415V,0.782V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:52.367] Speed=34.0 km/h, RPM=1250, APS_in=(0.413V,0.781V), APS_out=(0.413V,0.781V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:52.367] Speed=32.0 km/h, RPM=1250, APS_in=(0.413V,0.781V), APS_out=(0.413V,0.781V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:52.476] Speed=32.0 km/h, RPM=1250, APS_in=(0.421V,0.788V), APS_out=(0.421V,0.788V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:52.586] Speed=32.0 km/h, RPM=1250, APS_in=(0.421V,0.797V), APS_out=(0.421V,0.797V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:52.695] Speed=32.0 km/h, RPM=1250, APS_in=(0.482V,0.917V), APS_out=(0.482V,0.917V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:52.804] Speed=32.0 km/h, RPM=1275, APS_in=(0.467V,0.894V), APS_out=(0.467V,0.894V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:52.914] Speed=32.0 km/h, RPM=1312, APS_in=(0.484V,0.914V), APS_out=(0.484V,0.914V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:53.021] Speed=32.0 km/h, RPM=1312, APS_in=(0.504V,0.961V), APS_out=(0.504V,0.961V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:53.135] Speed=32.0 km/h, RPM=1312, APS_in=(0.498V,0.945V), APS_out=(0.498V,0.945V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:53.248] Speed=32.0 km/h, RPM=1312, APS_in=(0.517V,0.985V), APS_out=(0.517V,0.985V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:53.353] Speed=32.0 km/h, RPM=1412, APS_in=(0.538V,1.026V), APS_out=(0.538V,1.026V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:53.470] Speed=32.0 km/h, RPM=1412, APS_in=(0.585V,1.125V), APS_out=(0.585V,1.125V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:53.470] Speed=32.0 km/h, RPM=1412, APS_in=(0.510V,0.982V), APS_out=(0.510V,0.982V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:53.570] Speed=32.0 km/h, RPM=1400, APS_in=(0.533V,1.020V), APS_out=(0.533V,1.020V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:53.688] Speed=32.0 km/h, RPM=1400, APS_in=(0.525V,1.008V), APS_out=(0.525V,1.008V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:53.787] Speed=32.0 km/h, RPM=1462, APS_in=(0.432V,0.826V), APS_out=(0.432V,0.826V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:53.897] Speed=32.0 km/h, RPM=1475, APS_in=(0.423V,0.797V), APS_out=(0.423V,0.797V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:54.004] Speed=32.0 km/h, RPM=1475, APS_in=(0.448V,0.845V), APS_out=(0.448V,0.845V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:54.117] Speed=32.0 km/h, RPM=1512, APS_in=(0.527V,0.983V), APS_out=(0.527V,0.983V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:54.229] Speed=32.0 km/h, RPM=1462, APS_in=(0.552V,1.039V), APS_out=(0.552V,1.039V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:54.336] Speed=32.0 km/h, RPM=1462, APS_in=(0.561V,1.048V), APS_out=(0.561V,1.048V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:54.451] Speed=32.0 km/h, RPM=1462, APS_in=(0.595V,1.118V), APS_out=(0.595V,1.118V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:54.553] Speed=32.0 km/h, RPM=1462, APS_in=(0.719V,1.363V), APS_out=(0.719V,1.363V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:54.670] Speed=32.0 km/h, RPM=1525, APS_in=(0.715V,1.357V), APS_out=(0.715V,1.357V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:54.670] Speed=32.0 km/h, RPM=1525, APS_in=(0.708V,1.350V), APS_out=(0.708V,1.350V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:54.771] Speed=32.0 km/h, RPM=1612, APS_in=(0.664V,1.284V), APS_out=(0.664V,1.284V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:54.888] Speed=32.0 km/h, RPM=1637, APS_in=(0.538V,1.039V), APS_out=(0.538V,1.039V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:55.005] Speed=32.0 km/h, RPM=1637, APS_in=(0.539V,1.040V), APS_out=(0.539V,1.040V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:55.104] Speed=32.0 km/h, RPM=1637, APS_in=(0.538V,1.033V), APS_out=(0.538V,1.033V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:55.207] Speed=32.0 km/h, RPM=1637, APS_in=(0.551V,1.045V), APS_out=(0.551V,1.045V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:55.317] Speed=32.0 km/h, RPM=1762, APS_in=(0.542V,1.033V), APS_out=(0.542V,1.033V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:55.428] Speed=32.0 km/h, RPM=1775, APS_in=(0.482V,0.917V), APS_out=(0.482V,0.917V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:55.538] Speed=32.0 km/h, RPM=1775, APS_in=(0.438V,0.851V), APS_out=(0.438V,0.851V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:55.649] Speed=32.0 km/h, RPM=1775, APS_in=(0.396V,0.769V), APS_out=(0.396V,0.769V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:55.754] Speed=32.0 km/h, RPM=1775, APS_in=(0.406V,0.775V), APS_out=(0.406V,0.775V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:55.872] Speed=32.0 km/h, RPM=1600, APS_in=(0.415V,0.801V), APS_out=(0.415V,0.801V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:55.872] Speed=32.0 km/h, RPM=1550, APS_in=(0.419V,0.807V), APS_out=(0.419V,0.807V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:55.979] Speed=32.0 km/h, RPM=1550, APS_in=(0.419V,0.807V), APS_out=(0.419V,0.807V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:56.087] Speed=32.0 km/h, RPM=1450, APS_in=(0.448V,0.860V), APS_out=(0.448V,0.860V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:56.201] Speed=32.0 km/h, RPM=1450, APS_in=(0.547V,1.042V), APS_out=(0.547V,1.042V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:56.303] Speed=32.0 km/h, RPM=1412, APS_in=(0.551V,1.042V), APS_out=(0.551V,1.042V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:56.422] Speed=32.0 km/h, RPM=1412, APS_in=(0.554V,1.048V), APS_out=(0.554V,1.048V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:56.520] Speed=32.0 km/h, RPM=1412, APS_in=(0.548V,1.040V), APS_out=(0.548V,1.040V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:56.629] Speed=32.0 km/h, RPM=1412, APS_in=(0.541V,1.029V), APS_out=(0.541V,1.029V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:56.753] Speed=32.0 km/h, RPM=1525, APS_in=(0.533V,1.011V), APS_out=(0.533V,1.011V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:56.848] Speed=32.0 km/h, RPM=1562, APS_in=(0.533V,1.002V), APS_out=(0.533V,1.002V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:56.959] Speed=32.0 km/h, RPM=1562, APS_in=(0.523V,0.986V), APS_out=(0.523V,0.986V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:57.072] Speed=32.0 km/h, RPM=1562, APS_in=(0.526V,0.998V), APS_out=(0.526V,0.998V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:57.072] Speed=32.0 km/h, RPM=1562, APS_in=(0.517V,0.980V), APS_out=(0.517V,0.980V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:57.183] Speed=32.0 km/h, RPM=1650, APS_in=(0.516V,0.980V), APS_out=(0.516V,0.980V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:57.287] Speed=32.0 km/h, RPM=1650, APS_in=(0.525V,0.992V), APS_out=(0.525V,0.992V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:57.403] Speed=32.0 km/h, RPM=1650, APS_in=(0.517V,0.971V), APS_out=(0.517V,0.971V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:57.504] Speed=32.0 km/h, RPM=1650, APS_in=(0.503V,0.957V), APS_out=(0.503V,0.957V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:57.681] Speed=32.0 km/h, RPM=1650, APS_in=(0.501V,0.957V), APS_out=(0.501V,0.957V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:57.681] Speed=32.0 km/h, RPM=1625, APS_in=(0.506V,0.964V), APS_out=(0.506V,0.964V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:57.837] Speed=32.0 km/h, RPM=1625, APS_in=(0.503V,0.961V), APS_out=(0.503V,0.961V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:57.941] Speed=32.0 km/h, RPM=1625, APS_in=(0.523V,1.002V), APS_out=(0.523V,1.002V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:58.054] Speed=32.0 km/h, RPM=1625, APS_in=(0.522V,1.005V), APS_out=(0.522V,1.005V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:58.164] Speed=32.0 km/h, RPM=1625, APS_in=(0.525V,1.008V), APS_out=(0.525V,1.008V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:58.271] Speed=32.0 km/h, RPM=1625, APS_in=(0.539V,1.002V), APS_out=(0.539V,1.002V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:58.271] Speed=32.0 km/h, RPM=1712, APS_in=(0.547V,1.023V), APS_out=(0.547V,1.023V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:58.381] Speed=32.0 km/h, RPM=1700, APS_in=(0.573V,1.059V), APS_out=(0.573V,1.059V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:58.490] Speed=34.0 km/h, RPM=1700, APS_in=(0.573V,1.056V), APS_out=(0.573V,1.056V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:58.604] Speed=34.0 km/h, RPM=1700, APS_in=(0.569V,1.061V), APS_out=(0.569V,1.061V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:58.710] Speed=34.0 km/h, RPM=1700, APS_in=(0.576V,1.077V), APS_out=(0.576V,1.077V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:58.822] Speed=34.0 km/h, RPM=1750, APS_in=(0.598V,1.118V), APS_out=(0.598V,1.118V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:58.932] Speed=34.0 km/h, RPM=1762, APS_in=(0.599V,1.119V), APS_out=(0.599V,1.119V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:59.039] Speed=34.0 km/h, RPM=1762, APS_in=(0.601V,1.130V), APS_out=(0.601V,1.130V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:59.153] Speed=34.0 km/h, RPM=1762, APS_in=(0.591V,1.125V), APS_out=(0.591V,1.125V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:59.254] Speed=34.0 km/h, RPM=1862, APS_in=(0.585V,1.131V), APS_out=(0.585V,1.131V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:59.371] Speed=34.0 km/h, RPM=1862, APS_in=(0.637V,1.235V), APS_out=(0.637V,1.235V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:59.371] Speed=34.0 km/h, RPM=1912, APS_in=(0.629V,1.216V), APS_out=(0.629V,1.216V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:59.488] Speed=34.0 km/h, RPM=1912, APS_in=(0.651V,1.243V), APS_out=(0.651V,1.243V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:59.582] Speed=34.0 km/h, RPM=1912, APS_in=(0.632V,1.228V), APS_out=(0.632V,1.228V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:59.692] Speed=34.0 km/h, RPM=1912, APS_in=(0.634V,1.228V), APS_out=(0.634V,1.228V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:59.801] Speed=34.0 km/h, RPM=2100, APS_in=(0.633V,1.226V), APS_out=(0.633V,1.226V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:33:59.921] Speed=34.0 km/h, RPM=2125, APS_in=(0.630V,1.223V), APS_out=(0.630V,1.223V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:34:00.022] Speed=34.0 km/h, RPM=2125, APS_in=(0.640V,1.235V), APS_out=(0.640V,1.235V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:34:00.131] Speed=34.0 km/h, RPM=2125, APS_in=(0.640V,1.223V), APS_out=(0.640V,1.223V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:34:00.254] Speed=34.0 km/h, RPM=2125, APS_in=(0.588V,1.133V), APS_out=(0.588V,1.133V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:34:00.368] Speed=34.0 km/h, RPM=2125, APS_in=(0.595V,1.149V), APS_out=(0.595V,1.149V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:34:00.368] Speed=34.0 km/h, RPM=2100, APS_in=(0.595V,1.144V), APS_out=(0.595V,1.144V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:34:00.477] Speed=34.0 km/h, RPM=2100, APS_in=(0.604V,1.152V), APS_out=(0.604V,1.152V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:34:00.587] Speed=36.0 km/h, RPM=2037, APS_in=(0.611V,1.158V), APS_out=(0.611V,1.158V), Relay=OFF, State=PASS_THROUGH, Accel=25.00 km/h/s
[2026-01-15 13:34:00.698] Speed=36.0 km/h, RPM=2037, APS_in=(0.555V,1.040V), APS_out=(0.555V,1.040V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
